SG_UF;NM_UE;DS_CARGO;NM_CANDIDATO;NM_URNA_CANDIDATO;SG_UF_NASCIMENTO;DT_NASCIMENTO;DS_SIT_TOT_TURNO
RO;ROLIM DE MOURA;VEREADOR;ROSA JANETE CARNEIRO LINS;JANETE LINS;PR;28/02/1974;ELEITO POR MêDIA
SP;MIRASSOL;VEREADOR;ROBSON GOMES;ROBSON DA RAÄ«O;SP;28/07/1975;ELEITO POR MêDIA
SP;MIRASSOL;VEREADOR;ADEMIR APARECIDO MASSA;PASTOR ADEMIR MASSA;SP;13/04/1969;ELEITO POR MêDIA
MA;SENADOR ALEXANDRE COSTA;VEREADOR;ADRIELL ALVES DE ANDRADE SILVA;ADRYELL ALVES;MA;22/12/1995;ELEITO POR QP
MA;SENADOR ALEXANDRE COSTA;VEREADOR;VIERAS PEREIRA BRITO;VIERAS BRITO;MA;19/10/1974;ELEITO POR QP
RN;JO«O C∂MARA;VEREADOR;RAIMUNDO ANTUNES DE MIRANDA;MESTRE RAIMUNDO;RN;20/01/1966;ELEITO POR QP
SP;SALES;VEREADOR;DILSON DA SILVA MENEZES;CARTUCHO;SP;05/11/1972;ELEITO POR MêDIA
SP;SALES;VEREADOR;JO«O RICARDO DA SILVA;RICARDO ARGENTINO;PR;09/10/1974;ELEITO POR QP
SP;SALES;VEREADOR;CELSO ROBERTO COLOMBARI;CELSO EMPREITEIRO;SP;08/08/1969;ELEITO POR MêDIA
RS;ARROIO DOS RATOS;VEREADOR;JOSê HêLIO RODRIGUES CIFUENTES;JOSê HêLIO;RS;12/04/1962;ELEITO POR QP
RS;ARROIO DOS RATOS;VEREADOR;RICARDO PIRES;RICARDO PIRES;RS;14/11/1985;ELEITO POR QP
MG;BELO HORIZONTE;VEREADOR;FERNANDA ELISA PEREIRA ALTOê;FERNANDA PEREIRA ALTOê;RJ;31/08/1979;ELEITO POR QP
RS;BARRA DO RIO AZUL;VEREADOR;SILVINO LUIZ MADALOZZO;SELA;RS;08/07/1974;ELEITO POR QP
RS;BARRA FUNDA;VEREADOR;IVAN TONELLO;IVAN TONELLO;RS;16/01/1962;ELEITO POR QP
MG;BELO HORIZONTE;VEREADOR;WAGNER DE JESUS FERREIRA;WAGNER FERREIRA;MG;04/04/1980;ELEITO POR QP
RS;CERRO BRANCO;VEREADOR;EMIR EM÷LIO LANGE;EMIR LANGE;RS;18/06/1967;ELEITO POR QP
RS;CERRO BRANCO;VEREADOR;ILCEU BREDOW;ILCEU BREDOW;RS;24/03/1977;ELEITO POR QP
RS;ERNESTINA;VEREADOR;JULIANO AREND;JULINHO;RS;07/08/1972;ELEITO POR QP
RS;ERNESTINA;VEREADOR;ARI ANTONIO MELLO;ARIZINHO;RS;15/07/1975;ELEITO POR QP
RS;JACUTINGA;VEREADOR;MµRCIO SOMMER;MµRCIO SOMMER;RS;09/08/1980;ELEITO POR QP
RS;JACUTINGA;VEREADOR;GELSI LUIZ LODEA;LODEA;RS;18/09/1965;ELEITO POR QP
RS;MIRAGUA÷;VEREADOR;JOSE SOARES DE OLIVEIRA;ZE SOARES;RS;16/11/1965;ELEITO POR MêDIA
MG;BELO HORIZONTE;VEREADOR;JULIANO LOPES LOBATO;PROFESSOR JULIANO LOPES;MG;04/06/1972;ELEITO POR MêDIA
PA;INHANGAPI;PREFEITO;JOSê ALVES FEITOSA OLIVEIRA JÈNIOR;JR FEITOSA;PA;23/09/1992;ELEITO
AM;BARREIRINHA;PREFEITO;DARLAN TAVEIRA PERES;DARLAN TAVEIRA;AM;10/06/1983;ELEITO
BA;S«O SEBASTI«O DO PASSê;PREFEITO;MARIA NILZA DA MATA SANTANA;NILZA DA MATA;BA;10/11/1945;ELEITO
SC;FLORIAN‡POLIS;VEREADOR;GUILHERME PEREIRA DE PAULO;GUI PEREIRA;SC;19/07/1976;ELEITO POR QP
SP;S«O PAULO;VEREADOR;EDIR SALES;EDIR SALES;MG;07/12/1951;ELEITO POR QP
MG;UBERABA;PREFEITO;ELISA GONÄALVES DE ARAÈJO;ELISA ARAÈJO;DF;27/08/1982;ELEITO
BA;MAIRI;VEREADOR;MARCELO ARAÈJO RODRIGUES;MARCELO AGENTE;BA;10/06/1984;ELEITO POR QP
SP;S«O PAULO;VEREADOR;MILTON FERREIRA DA SILVA;DR. MILTON FERREIRA;MS;26/08/1956;ELEITO POR QP
SC;FLORIAN‡POLIS;VEREADOR;EDINON MANOEL DA ROSA;DINHO;SC;13/11/1962;ELEITO POR QP
CE;FORTIM;VEREADOR;RONALDO NOGUEIRA LIMA;RONALDO NOGUEIRA;CE;04/08/1986;ELEITO POR QP
BA;MUTU÷PE;VEREADOR;ANTONIO FLAVIO LOPES SAMPAIO;FLAVIO SAMPAIO;BA;07/04/1969;ELEITO POR QP
BA;SANTA LUZIA;VEREADOR;JOSê RAMOS FERREIRA;ZEZINHO DE CLE‡;BA;21/11/1980;ELEITO POR QP
SP;URUP“S;VEREADOR;JOSE ANTONIO SALES;ZE BRANCO DO GAS;SP;26/10/1975;ELEITO POR QP
SP;VISTA ALEGRE DO ALTO;VEREADOR;FLAUZIO DA SILVA;LAU DA VIDRAÄARIA;SP;04/01/1981;ELEITO POR MêDIA
CE;PENAFORTE;VEREADOR;FRANCISCO CANDIDO DOS SANTOS;CHICO C∂NDIDO;CE;09/02/1961;ELEITO POR QP
CE;PENAFORTE;VEREADOR;JEOVA JUNIOR OLIVEIRA CAVALCANTE;JÈNIOR DE GEL;CE;26/01/1984;ELEITO POR QP
SC;RIQUEZA;PREFEITO;JULIANO LUIZ BORTOLANZA;JULIANO;SC;01/07/1973;ELEITO
SP;AGUA÷;PREFEITO;GILBERTO LUIZ MORAES SELBER;PROFESSOR GILBERTO;SP;11/08/1950;ELEITO
BA;UIBA÷;VEREADOR;LEANDRO GOMES OLIVEIRA;LEO DO POÄO;BA;14/08/1980;ELEITO POR QP
SC;LAGES;VEREADOR;JO«O EDUARDO DA SILVA PACHECO;SARGENTO PACHECO;SC;15/02/1965;ELEITO POR MêDIA
ES;APIACµ;VEREADOR;ANA BEATRIZ RANGEL GOMES MOUTINHO;ANA BEATRIZ;ES;04/08/1989;ELEITO POR MêDIA
PA;AVEIRO;VEREADOR;MOISES RODRIGUES COSTA;MOISES;PA;30/07/1971;ELEITO POR QP
PA;AVEIRO;VEREADOR;JELBERSON ADRIANO DA SILVA;NENECO DE FORDLANDIA;MG;12/12/1984;ELEITO POR QP
PA;TUCUM«;VEREADOR;LAUDI JOSE WITECK;LAUDI;PR;19/11/1952;ELEITO POR QP
GO;ITARUM«;VEREADOR;LETICIA TEIXEIRA DE OLIVEIRA;LETICIA TEIXEIRA;GO;13/04/1989;ELEITO POR QP
SC;LAGUNA;VEREADOR;EDI GOULART NUNES;EDI GOULART;SC;18/12/1975;ELEITO POR QP
SC;NOVA VENEZA;VEREADOR;JULIANO MONDARDO DAL MOLIN;JULIANO MONDARDO DAL MOLIN;SC;14/07/1992;ELEITO POR QP
PB;PUXINAN«;VEREADOR;PAULO CEZAR DE SOUZA;PAULO PRETO;PB;06/12/1973;ELEITO POR QP
PE;CAMOCIM DE S«O FêLIX;VEREADOR;MANOEL FERNANDITO DO NASCIMENTO;MANOEL FERNANDITO;PE;25/06/1967;ELEITO POR QP
PE;CAMOCIM DE S«O FêLIX;VEREADOR;SIVALDO JO«O DA SILVA;SIVALDO;PE;06/05/1986;ELEITO POR QP
SC;PAULO LOPES;VEREADOR;GUILHERME DUTRA CAETANO;GUI CAETANO;SC;29/11/2000;ELEITO POR QP
GO;URUAÄU;VEREADOR;NAILDA RAMOS CAMELO CARNEIRO;PROFESSORA NAILDA;MG;16/12/1969;ELEITO POR QP
PE;CUMARU;VEREADOR;ANT‚NIO AMêRICO JESUS MENDES DE MEDEIROS;ANTONIO AMERICO;PE;27/08/1989;ELEITO POR QP
ES;JAGUARê;VEREADOR;ELIZEU RIBEIRO DE SOUZA;ELIZEU RIBEIRO;ES;22/11/1977;ELEITO POR QP
SC;TAI‡;VEREADOR;FLAVIO MOLINARI;FLAVIO MOLINARI;SC;03/10/1980;ELEITO POR QP
MA;BURITI BRAVO;VEREADOR;ANTONIO MIGUEL DE SOUSA;ANTONIO CREDIµRIO;MA;02/10/1975;ELEITO POR QP
SE;CARM‡POLIS;VEREADOR;CLERISTON SANTANA MAGALH«ES;KEKEU;SE;19/12/1981;ELEITO POR QP
MA;LORETO;VEREADOR;LUIZ CARLOS MARTINS GOMES DE MORAIS;LUIZ CARLOS DO TOMAZ;MA;26/09/1967;ELEITO POR MêDIA
PE;PEDRA;VEREADOR;ELBERTE CESAR DINIZ TORRES;BETO;PE;23/02/1979;ELEITO POR QP
SE;NOSSA SENHORA DE LOURDES;VEREADOR;ADMIR JOSE SILVEIRA FILHO;ADMIR SILVEIRA;SE;10/11/1992;ELEITO POR QP
SE;S«O DOMINGOS;VEREADOR;JULIO RENOVATO DOS SANTOS;JULIO DA ASSOCIAÄ«O;SP;24/06/1982;ELEITO POR QP
SC;BRAÄO DO TROMBUDO;VEREADOR;MAURICIO SOARES;MAURICIO SOARES;SC;09/10/1992;ELEITO POR QP
GO;APARECIDA DE GOI∂NIA;VEREADOR;WILIOMAR FRANCISCO DOS SANTOS;MAZINHO BAIANO;BA;03/03/1982;ELEITO POR QP
PR;CRUZMALTINA;VEREADOR;ROBERTO FRANCO DE LIMA;ROBERTO FRANCO;PR;13/01/1959;ELEITO POR QP
PR;NOVA LONDRINA;VEREADOR;JALDEMIR RAMOS DOS SANTOS;JALDEMIR;SP;04/06/1974;ELEITO POR MêDIA
PR;NOVA LONDRINA;VEREADOR;JOSE CARLOS AMANCIO;MADRUGA;PR;06/07/1967;ELEITO POR MêDIA
PR;NOVA LONDRINA;VEREADOR;PAULO CESAR FRANCISCHETTI;PAUL«O;PR;02/05/1969;ELEITO POR QP
RS;REDENTORA;VEREADOR;GILMAR FAGVEJA CLAUDINO;GILMAR KAINGANG;RS;19/09/1987;ELEITO POR QP
RS;SANTA TEREZA;VEREADOR;LAIS DE OLIVEIRA BATISTI;LAIS BATISTI;RS;19/06/2001;ELEITO POR QP
GO;APARECIDA DE GOI∂NIA;VEREADOR;CAMILA DA SILVA ROSA;CAMILA ROSA;GO;29/12/1985;ELEITO POR MêDIA
GO;APARECIDA DE GOI∂NIA;VEREADOR;ROSINALDO MARQUES DA ROCHA;ROSINALDO BOY;GO;28/09/1977;ELEITO POR QP
SP;LEME;VEREADOR;MARIMARCOS MUNIZ FELIX;NINO FELIX;GO;25/03/1981;ELEITO POR QP
GO;APARECIDA DE GOI∂NIA;VEREADOR;DIEYME XAVIER DE VASCONCELOS;DIEYME VASCONCELOS;GO;04/01/1991;ELEITO POR MêDIA
RS;TUNAS;VEREADOR;EDUARDA CAROLINE GALHARDO HESPER;EDUARDA HESPER DUDA;RS;27/05/2002;ELEITO POR QP
PI;TERESINA;PREFEITO;SILVIO MENDES DE OLIVEIRA FILHO;SILVIO MENDES;PI;31/08/1949;ELEITO
RN;IPUEIRA;PREFEITO;ADEMIR JOSê DE MEDEIROS;ADEMIR MEDEIROS;PB;30/11/1978;ELEITO
RS;BOA VISTA DO CADEADO;PREFEITO;JOAO PAULO BELTRAO DOS SANTOS;JO«O PAULO;RS;11/06/1961;ELEITO
GO;ARAGUAPAZ;VEREADOR;JOSE MARIA GOMES;JOSE MARIA ELETRICISTA;GO;19/05/1978;ELEITO POR QP
SP;PLANALTO;VEREADOR;ELCIO FLAVIO MARTINS DE Sµ;GORDO DO CHIC«O;SP;01/11/1971;ELEITO POR MêDIA
SP;POTIRENDABA;VEREADOR;LUCIANO JOSê NUNES;NEGO NARIZUDO;SP;13/09/1978;ELEITO POR QP
MG;FELISBURGO;VEREADOR;JORLAN ALO÷SIO DANTAS ANDRADE;JORLAN PROFESSOR;MG;21/04/1979;ELEITO POR QP
MG;FELISBURGO;VEREADOR;CLAUDIO ALEXANDRE VIEIRA DA SILVA;BAR«O;MG;21/11/1970;ELEITO POR MêDIA
MG;IBITIÈRA DE MINAS;VEREADOR;ANGELA MARIA DE CARVALHO;ANGELA ENFERMEIRA;MG;11/01/1963;ELEITO POR QP
MG;IBITIÈRA DE MINAS;VEREADOR;CARLA MONIQUE DE CARVALHO REIS;MONIQUE REIS;MG;30/04/1986;ELEITO POR QP
MG;IPANEMA;VEREADOR;ERIN DIAS DOS SANTOS;ERIN;MG;08/03/1967;ELEITO POR QP
SP;SOROCABA;VEREADOR;IARA BERNARDI;IARA BERNARDI;SP;02/06/1952;ELEITO POR QP
SE;ARACAJU;VEREADOR;MAURICIO SANTOS COSTA;MAUR÷CIO MARAVILHA;SE;04/08/1991;ELEITO POR MêDIA
MG;ITATIAIUÄU;VEREADOR;CLAUDINEI GONCALVES GUIMAR«ES;DINEI CABANA;MG;23/11/1976;ELEITO POR MêDIA
GO;CACHOEIRA DE GOIµS;VEREADOR;LUCAS DANIEL GONÄALVES DA SILVA;LUCAS DANIEL;GO;18/03/2003;ELEITO POR QP
MG;MIRA÷;VEREADOR;ANDRê LUIS DE ALMEIDA TRIANI;DR ANDRê TRIANI DO DR DINARD;RJ;24/02/1979;ELEITO POR QP
MG;MIRA÷;VEREADOR;ADAO CUSTODIO MACHADO FERREIRA;ADAO DO FUSCA;MG;19/10/1990;ELEITO POR MêDIA
SE;UMBAÈBA;VEREADOR;RUBENILDO SANTANA VENANCIO;FIO DE TATµ;SE;05/05/1975;ELEITO POR MêDIA
SP;BARRA DO CHAPêU;VEREADOR;YOLANDA CARLOS MACIEL SILVA;LANDA;SP;14/01/1971;ELEITO POR QP
SP;DOIS C‡RREGOS;VEREADOR;HUMBERTO HENRIQUE SOFFNER;HUMBERTO SOFFNER;SP;16/11/1970;ELEITO POR QP
SP;GUAIMB“;VEREADOR;ALEX RODRIGO PELLOSO;ALEX PUDIM;SP;10/08/1979;ELEITO POR QP
MG;VESPASIANO;VEREADOR;ANDRêS ITALO VERCESI ROCHA;ANDRêS VERCESI;MG;20/07/1989;ELEITO POR MêDIA
PA;MARACAN«;VEREADOR;ALLAN JUNIOR DA SILVA FIGUEIREDO;ALLAN FIGUEIREDO;PA;22/11/1989;ELEITO POR MêDIA
GO;MUTUN‡POLIS;VEREADOR;FABIANO ULISSES DE SOUZA;FABIANO ULISSES;GO;18/02/1977;ELEITO POR QP
GO;NOVA AMêRICA;VEREADOR;CARLOS DANIEL APARECIDO DE OLIVEIRA;CARLOS DANIEL;GO;10/03/2000;ELEITO POR QP
GO;NOVA CRIXµS;VEREADOR;BRUNA DE MOURA FEITOSA MACIEL FERREIRA;BRUNA FEITOSA;GO;23/08/1983;ELEITO POR QP
MT;NOVA MUTUM;VEREADOR;BEATRIZ CORREA DE MATOS;BIA VEREADORA;MT;07/06/1982;ELEITO POR QP
PB;CATINGUEIRA;VEREADOR;MARIA JOSê MAMEDES LEONEL MORAIS;NEGA DE LEONEL;PB;10/02/1986;ELEITO POR QP
TO;ARAGUA÷NA;VEREADOR;LUCIANO FELIX SANTANA SOUSA;LUCIANO SANTANA;TO;17/04/1983;ELEITO POR QP
MA;S«O DOMINGOS DO MARANH«O;VEREADOR;MANOEL BARBOSA DE CARVALHO NETO;NETO DO NATAL;MA;15/06/1975;ELEITO POR QP
MA;SENADOR LA ROCQUE;VEREADOR;ANTONIO SANTOS SILVA;FELIPE DE NOVA BRASILIA;MA;12/10/1983;ELEITO POR MêDIA
AC;PLµCIDO DE CASTRO;VEREADOR;JOSê MµRCIO DA SILVA SOARES;MARCINHO;MG;19/06/1980;ELEITO POR MêDIA
AC;PLµCIDO DE CASTRO;VEREADOR;ROGERIO RIBEIRO DO NASCIMENTO;ROGERIO RIBEIRO;RJ;11/07/1983;ELEITO POR QP
SP;ORIENTE;VEREADOR;JAIR TEIXEIRA ALVES;JAIR;SP;07/12/1963;ELEITO POR QP
AL;FELIZ DESERTO;VEREADOR;EVERTON ROCHA ERNESTO;EVERTON ROCHA;SE;22/08/1997;ELEITO POR QP
SC;ARVOREDO;VEREADOR;NEODI ZATTA;NEODI ZATTA;SC;20/04/1977;ELEITO POR QP
SC;BALNEµRIO BARRA DO SUL;VEREADOR;LIDIA MARA JESUINO;MARA;SC;12/11/1987;ELEITO POR QP
SC;BALNEµRIO BARRA DO SUL;VEREADOR;JONATHAS LUIZ LOPES;JONATHAS LOPES ;SC;17/06/1991;ELEITO POR QP
SC;BALNEµRIO BARRA DO SUL;VEREADOR;NAZµRIO DE BORBA MENDES;KEMPO DA PEIXARIA ;SC;07/05/1992;ELEITO POR MêDIA
SC;TIJUCAS;VEREADOR;LIZANDRA DADAM;LIZANDRA DADAM;SC;25/09/1980;ELEITO POR QP
PE;VIT‡RIA DE SANTO ANT«O;VEREADOR;JOSê ANTONIO DA ROCHA;MARCOS DA PRESTAÄ«O;PE;18/07/1975;ELEITO POR QP
BA;CATOL∂NDIA;VEREADOR;HêLIDA NAIANNE MARQUES DAS NEVES TOL“DO;NAI TOLEDO;BA;31/05/1990;ELEITO POR QP
PE;VIT‡RIA DE SANTO ANT«O;VEREADOR;EDMILSON ZACARIAS DA SILVA;NOVO DA BANCA;PE;24/05/1961;ELEITO POR MêDIA
BA;CRUZ DAS ALMAS;VEREADOR;RAIMUNDO FIUZA DA CONCEIÄ«O;RAIMUNDO DE GINO;BA;18/10/1964;ELEITO POR QP
PE;VIT‡RIA DE SANTO ANT«O;VEREADOR;CELSO ALEXANDRE BEZERRA DE MELO;IRM«O CELSO BEZERRA;PE;26/03/1977;ELEITO POR MêDIA
SE;RIACH«O DO DANTAS;VEREADOR;ANDRE SOUZA LOPES DE ALMEIDA;ANDRE LOPES;SE;30/10/1987;ELEITO POR QP
PR;CORNêLIO PROC‡PIO;VEREADOR;RAFAEL ALCANTARA HANNOUCHE;RAFAEL AMIN HANNOUCHE;PR;21/04/1990;ELEITO POR QP
BA;IRAJUBA;VEREADOR;JHULLY FONTANA PORTELA DE MATTOS;JHULLY PORTELA;BA;01/01/1985;ELEITO POR QP
PR;GUAIRAÄµ;VEREADOR;CLAUDINEO PEDRO DE MELLO;MELLO;PR;18/07/1967;ELEITO POR MêDIA
SC;MARACAJµ;PREFEITO;ANIBAL BRAMBILA;BRAMBILA;RS;06/11/1956;ELEITO
SC;PESCARIA BRAVA;PREFEITO;LUIZ HENRIQUE CASTRO DE SOUZA;HENRIQUE DA SAÈDE;SC;05/08/1987;ELEITO
SP;FERNANDO PRESTES;VEREADOR;EDSON LUIZ VERGANI;EDSON VERGANI;SP;14/11/1975;ELEITO POR QP
PA;CHAVES;VEREADOR;MARIA RAIMUNDA FREITAS RAMOS;RAI RAMOS;PA;05/08/1975;ELEITO POR MêDIA
PR;PAULO FRONTIN;VEREADOR;ALCEMIR IRINEU BRACIAK;NENTIO BRACIAK;PR;15/12/1964;ELEITO POR QP
PA;CHAVES;VEREADOR;DAVI CORDEIRO DA COSTA;DAVI COSTA;PA;26/06/1965;ELEITO POR QP
MG;CAMPANHA;VEREADOR;GUILHERME CARVALHO PITTIGLIANI RODRIGUES;GUILHERME PITTIGLIANI;MG;12/04/1990;ELEITO POR MêDIA
MG;CAMPANHA;VEREADOR;RODRIGO JOSê DE CARVALHO;RODRIGUINHO DA VAN;MG;08/12/1984;ELEITO POR QP
PB;BA÷A DA TRAIÄ«O;VEREADOR;EVERALDO FRANCISCO GOMES;EVERALDO DO SILVA;PB;18/02/1987;ELEITO POR QP
PB;BA÷A DA TRAIÄ«O;VEREADOR;ELIDA LIMA DE OLIVEIRA;ELIDA DA PESCA;PB;28/07/1988;ELEITO POR QP
PR;SANTA TEREZINHA DE ITAIPU;VEREADOR;JOSE VALENTIM DA SILVA MOTTA;JACARê;PR;11/01/1967;ELEITO POR QP
PR;SANTA TEREZINHA DE ITAIPU;VEREADOR;FERNANDO DAL PONT JUNIOR;JUNIOR DAL PONT;PR;07/01/1980;ELEITO POR QP
MG;CANA«;VEREADOR;JOSIMAR ANCELMO TEIXEIRA;JOSIMAR;MG;24/06/1986;ELEITO POR QP
MG;CONQUISTA;VEREADOR;LUIZ ANTONIO ALVES;SARGENTO LUIZ;MG;02/01/1973;ELEITO POR MêDIA
PR;S«O JOSê DOS PINHAIS;VEREADOR;LUCAS LEONCIO DA COSTA NOVAK;LUCAS NOVAK;PR;19/05/1994;ELEITO POR QP
PB;SANTA LUZIA;VEREADOR;RICARDO MORAIS DE OLIVEIRA;RICARDO MORAIS;PE;05/05/1987;ELEITO POR QP
MG;IGARAPê;VEREADOR;GILMAR DE BRITO FIGUEIREDO;GILMAR DO DEP‡SITO;MG;15/04/1973;ELEITO POR MêDIA
PE;µGUAS BELAS;VEREADOR;JOSUê FERREIRA BARBOZA;JOSUê DE CURRAL NOVO;PE;17/08/1950;ELEITO POR QP
SP;NATIVIDADE DA SERRA;VEREADOR;JHONATA RICARDO DE SANTANA;PROFESSOR JHONATA SANTANA;SP;16/02/1989;ELEITO POR MêDIA
SP;OURO VERDE;VEREADOR;MARCIA CRISTINA VICENTE ROMANO;MARCIA VICENTE;SP;03/08/1968;ELEITO POR QP
MG;MATIP‡;VEREADOR;RAIMUNDO RODRIGUES DA SILVA;TETECO;MG;17/04/1966;ELEITO POR MêDIA
MG;MINAS NOVAS;VEREADOR;MAILTON NUNES SILVA;TIM DO GµS;MG;11/09/1982;ELEITO POR MêDIA
MG;MINAS NOVAS;VEREADOR;ILMA APARECIDA ESTEVES DE MATOS;ILMA DA BAIXA;MG;23/12/1989;ELEITO POR QP
SP;RIFAINA;VEREADOR;PAULO LUIZ G‚MIDES FILHO;PAULINHO CARA PRETA;SP;10/04/1977;ELEITO POR QP
PI;CRISTAL∂NDIA DO PIAU÷;VEREADOR;JOSê GREG‡RIO RODRIGUES DAMACENO NETO;DEZINHO;PI;01/06/1975;ELEITO POR QP
MG;TR“S CORAÄÂES;VEREADOR;LEONARDO REZENDE VILELA;LêO VILELA DENTISTA;MG;03/09/1976;ELEITO POR QP
RJ;VASSOURAS;VEREADOR;MANOEL MELO DE MACEDO;MANELZINHO MACEDO;RJ;06/07/1965;ELEITO POR MêDIA
MG;TR“S CORAÄÂES;VEREADOR;DENISIO INACIO DO NASCIMENTO;DENISIO GAMBA;MG;03/10/1972;ELEITO POR QP
PR;ENêAS MARQUES;VEREADOR;MARTA RAZERA;MARTA RAZERA;PR;03/06/1982;ELEITO POR QP
MG;TR“S MARIAS;VEREADOR;MILTON MENDES VIEIRA;MILTON MENDES;MG;10/12/1971;ELEITO POR QP
RN;S«O JOSê DO SERID‡;VEREADOR;MARIA ISABEL DANTAS DE MEDEIROS;BEBEL;RN;22/08/1976;ELEITO POR QP
RS;PORTO ALEGRE;VEREADOR;ERICK D“NIL MACHADO PIMENTEL;ERICK D“NIL;RS;23/05/1994;ELEITO POR QP
RS;PORTO ALEGRE;VEREADOR;JULIANA DOS ANJOS DE SOUZA;JULIANA DE SOUZA;RS;25/12/1991;ELEITO POR QP
RS;BARROS CASSAL;VEREADOR;ALEXANDRE CARDOSO DE MOREIRA;XAND«O;RS;21/04/1973;ELEITO POR MêDIA
SP;EMBU-GUAÄU;PREFEITO;ANDRê GEORGE NERES DE FARIAS;SARGENTO NERES;SP;27/10/1981;ELEITO
RS;BARROS CASSAL;VEREADOR;DANIELA MARLISE RODRIGUES DA SILVA DE OLIVEIRA;DANI RODRIGUES;RS;29/10/1990;ELEITO POR QP
PA;CASTANHAL;VEREADOR;JOSE ARLEDO MARQUES DE SOUZA;Zê DO OVO;PA;12/05/1966;ELEITO POR QP
PA;CASTANHAL;VEREADOR;EVERTON JOYLSON ABREU DE OLIVEIRA;EVERTON MATOS;PA;06/05/1984;ELEITO POR QP
RS;PORTO ALEGRE;VEREADOR;VERA REGINA RODRIGUES DE ARMANDO;VERA ARMANDO;RS;14/10/1957;ELEITO POR QP
RS;JARI;VEREADOR;ALCIOMAR FRANZEN;ALCIOMAR FRANZEN;RS;17/03/1988;ELEITO POR QP
RS;NOVA BASSANO;VEREADOR;JEAN CARLOS ANSOLIN;JEAN ANSOLIN;RS;01/08/1996;ELEITO POR QP
TO;TOCANT÷NIA;VEREADOR;LEOMAR WAINNE XERENTE;LEOMAR XERENTE;TO;09/01/1992;ELEITO POR MêDIA
TO;TUPIRATINS;VEREADOR;JOVINO MORENO DE MIRANDA;JOVINO;BA;29/09/1964;ELEITO POR QP
RS;S«O LOURENÄO DO SUL;VEREADOR;CµSSIO LESSA BOESCHE;CµSSIO LESSA BOESCHE;RS;30/11/1997;ELEITO POR MêDIA
RS;PINHEIRO MACHADO;VEREADOR;MATEUS OLIVEIRA GARCIA;MATEUS GARCIA;RS;27/12/1979;ELEITO POR MêDIA
RS;PINHEIRO MACHADO;VEREADOR;CµSSIO C∂MARA GARCIA;CµSSIO C∂MARA GARCIA;RS;20/07/1977;ELEITO POR QP
SP;S«O ROQUE;PREFEITO;MARCOS AUGUSTO ISSA HENRIQUES DE ARAÈJO;GUTO ISSA;SP;24/08/1968;ELEITO
BA;MULUNGU DO MORRO;PREFEITO;ACµCIO TELES DOS SANTOS;ACµCIO;BA;09/12/1983;ELEITO
AL;IGACI;VEREADOR;OLIVEIRO PEREIRA DE LIMA;PROFESSOR OLIVEIRO;AL;28/02/1966;ELEITO POR QP
RS;VISTA ALEGRE DO PRATA;VEREADOR;JONAS ZANOTTO;JONAS ZANOTTO;RS;23/04/1987;ELEITO POR QP
GO;CARMO DO RIO VERDE;PREFEITO;GERALDO DOS REIS OLIVEIRA;GERALDO REIS;MG;03/11/1940;ELEITO
RS;ITAPUCA;PREFEITO;DELAVIR SCORSATTO;DELAVIR;RS;20/04/1958;ELEITO
AL;JARAMATAIA;VEREADOR;RUBENS BARBOSA RODRIGUES;RUBINHO RODRIGUES;AL;05/04/1974;ELEITO POR MêDIA
RO;ITAPU« DO OESTE;PREFEITO;IDIZNEI CASTRO MARTINS;NEI MARTINS;PR;27/11/1975;ELEITO
PA;ITUPIRANGA;VEREADOR;JOSUE CARVALHO PRAXEDES;JOSUE PRAXEDES;PA;05/06/1985;ELEITO POR MêDIA
PE;MACAPARANA;PREFEITO;PAULO BARBOSA DA SILVA;PAQUINHA;PB;21/08/1970;ELEITO
AL;TANQUE D'ARCA;VEREADOR;CICERO SILVA DOS SANTOS;CICERO SILVA;AL;01/10/1981;ELEITO POR QP
MG;CHAPADA DO NORTE;VEREADOR;MANOEL RODRIGUES DOS SANTOS JUNIOR;MANELIN DE MANOEL BRANCO;MG;03/02/1988;ELEITO POR MêDIA
AM;SILVES;VEREADOR;THOMAZ CORREA DA SILVA;THOMAZ SILVA;AM;24/02/1984;ELEITO POR QP
PA;MONTE ALEGRE;VEREADOR;ROBERVALDO MACHADO DE MENESES;DISPIM DO LIM«O;PA;25/10/1978;ELEITO POR QP
MG;CONCEIÄ«O DO MATO DENTRO;VEREADOR;SILVIO SILVêRIO COSTA;TICO DO SILVERIO;MG;17/01/1982;ELEITO POR MêDIA
BA;AMêRICA DOURADA;VEREADOR;ENEDA PIRES DOURADO;EN“DA ;BA;09/12/1970;ELEITO POR QP
MG;CRISTIANO OTONI;VEREADOR;LUIZ ANT‚NIO DA COSTA;LUIZ S«O CAETANO;MG;04/01/1970;ELEITO POR QP
BA;SANTALUZ;VEREADOR;MARIO SERGIO SUZART DE MATOS;SêRGIO SUZART;BA;23/08/1974;ELEITO POR QP
PA;SENADOR JOSê PORF÷RIO;VEREADOR;MARIA ADELIR SAMPAIO DOS SANTOS;DECA SAMPAIO;PA;18/11/1960;ELEITO POR MêDIA
BA;S«O DESIDêRIO;VEREADOR;JORGE CAVALCANTE DE SOUZA;JORGE DO SINDICATO;BA;19/08/1968;ELEITO POR MêDIA
BA;SENTO Sê;VEREADOR;ARTHUR SANTOS DE ALMEIDA SILVA;ARTHUR DE RENATINHO;BA;07/12/1992;ELEITO POR QP
